emp_no,dept_no,first_name,last_name,title,dept_name,salary
248989,d005,Radoslaw,Giarratana,Senior Engineer,Development,40000
248994,d001,Heping,Picaronny,Senior Staff,Marketing,65894
248996,d003,Basim,Sewelson,Senior Staff,Human Resources,40000
249003,d005,Saniya,Bondorf,Senior Engineer,Development,40000
249011,d001,JoAnne,Fargier,Senior Staff,Marketing,42644
249034,d005,Arun,Ranum,Technique Leader,Development,47627
249045,d008,Dinkar,Businaro,Senior Staff,Research,48246
249052,d005,Houman,Awdeh,Assistant Engineer,Development,40000
249067,d004,Geoff,Hasenauer,Technique Leader,Production,41079
249078,d005,Tremaine,Orlowska,Senior Engineer,Development,49049
249093,d006,Koldo,Sridhar,Senior Engineer,Quality Management,40000
249094,d004,Subhrajyoti,Siepmann,Assistant Engineer,Production,64641
249110,d009,Yongmao,Lund,Staff,Customer Service,59664
249117,d004,Ugo,Silva,Technique Leader,Production,67615
249121,d005,Pantung,Turnbull,Senior Engineer,Development,51340
249153,d003,Arfst,Bridgland,Senior Staff,Human Resources,40000
249159,d001,Marjo,Dichev,Senior Staff,Marketing,69111
249166,d008,Yuguang,Cooley,Senior Staff,Research,40000
249170,d005,Masaru,Clouatre,Engineer,Development,76490
249174,d004,Adam,Vernadat,Senior Engineer,Production,89375
249193,d009,Fan,Radhakrishnan,Senior Engineer,Customer Service,58936
249194,d005,Yongmin,Gimbel,Senior Engineer,Development,41609
249222,d004,Sverrir,Srimani,Senior Engineer,Production,40000
249225,d004,Luise,Horswill,Engineer,Production,40000
249227,d005,Manton,Chorvat,Engineer,Development,41634
249233,d005,Mara,McAffer,Senior Engineer,Development,42914
249237,d009,Moti,Ciolek,Senior Engineer,Customer Service,40000
249238,d003,Khaled,Lampe,Senior Staff,Human Resources,47039
249245,d009,Ramzi,Baaz,Senior Staff,Customer Service,64553
249261,d007,Gil,Pettis,Senior Staff,Sales,70545
249276,d001,Arra,Matheson,Senior Staff,Marketing,62183
249288,d005,Youngkon,Marsiglia,Engineer,Development,67652
249299,d004,Shaleah,Hebert,Senior Engineer,Production,53262
249324,d004,Chinya,Androutsos,Engineer,Production,40000
249339,d005,Seongbin,Coors,Senior Engineer,Development,59037
249341,d007,Miquel,Reinhart,Senior Staff,Sales,74912
249343,d005,Radhika,Zumaque,Senior Engineer,Development,40000
249355,d007,Manu,Kalafatis,Senior Staff,Sales,85370
249369,d005,Lidong,Chinen,Senior Engineer,Development,72202
249381,d006,Guiseppe,Chappelet,Senior Engineer,Quality Management,40000
249387,d002,Geraldo,Bharadwaj,Senior Staff,Finance,70177
249394,d005,Shiv,Crabtree,Senior Engineer,Development,40000
249395,d002,Shooichi,Falby,Senior Staff,Finance,53713
249399,d005,Aran,Eugenio,Senior Engineer,Development,40000
249409,d003,Mrinalini,Soicher,Senior Staff,Human Resources,53668
249410,d005,Caolyn,Comyn,Assistant Engineer,Development,46630
249411,d007,Kwan,Gulik,Senior Staff,Sales,84575
249415,d005,Panayotis,Noriega,Senior Engineer,Development,46429
249417,d005,Heng,DasSarma,Senior Engineer,Development,40000
249567,d009,Mostafa,Yetto,Senior Staff,Customer Service,46671
249568,d005,Khosrow,Crelier,Senior Engineer,Development,40000
249578,d004,Atreyi,Cheshire,Senior Engineer,Production,44196
249591,d005,Shaw,Mersereau,Senior Engineer,Development,45815
249602,d009,Feiyu,Munos,Senior Staff,Customer Service,40000
249603,d003,Xiaopeng,Seuren,Staff,Human Resources,43340
249607,d004,Yongqiao,Mahnke,Senior Engineer,Production,40974
249609,d002,Kasturi,Pietrzykowski,Senior Staff,Finance,64249
249610,d009,Tesuya,Puppe,Senior Staff,Customer Service,40000
249613,d007,Magy,Onuegbe,Senior Staff,Sales,50443
249624,d001,Morris,Brandsma,Senior Staff,Marketing,65649
249642,d005,Yonghong,dAstous,Senior Engineer,Development,59298
249645,d006,Cathie,Pokrovskii,Senior Engineer,Quality Management,40194
249646,d005,Alper,Boudaillier,Senior Engineer,Development,49232
249654,d007,JoAnna,Zizka,Senior Staff,Sales,91034
249663,d009,Xuedong,Braccini,Staff,Customer Service,71103
249667,d007,Shawna,Walston,Senior Staff,Sales,70280
249673,d007,Naraig,Klerer,Senior Staff,Sales,74464
249694,d006,Uriel,Hutton,Senior Engineer,Quality Management,51914
249696,d005,Elrique,Whitcomb,Senior Engineer,Development,50602
249697,d005,Mario,Kuzuoka,Senior Engineer,Development,43164
249708,d005,Anoosh,Orlowski,Technique Leader,Development,54049
249852,d007,Ziya,Schade,Senior Staff,Sales,94722
249863,d008,Masali,Chiola,Senior Staff,Research,40000
249880,d004,Zito,Eickenmeyer,Senior Engineer,Production,47278
249886,d005,Radhika,Rossi,Engineer,Development,63142
249900,d005,Kasturi,Janocha,Senior Engineer,Development,46563
249907,d005,Odoardo,Kumaresan,Technique Leader,Development,47031
249912,d004,Moni,Itschner,Engineer,Production,51376
249923,d005,Bowen,Frijda,Engineer,Development,59199
249924,d005,Remmert,Bale,Senior Engineer,Development,53995
249931,d008,Berna,Oaver,Staff,Research,45632
249947,d005,Arfst,Farrar,Engineer,Development,70544
249958,d007,Marjo,Bergere,Staff,Sales,61788
249968,d009,Suebskul,Birge,Engineer,Customer Service,40000
249971,d005,Christoper,Tzvieli,Engineer,Development,57150
249979,d005,Cullen,Pearson,Senior Engineer,Development,41887
249988,d002,Masako,Casperson,Senior Staff,Finance,77921
250000,d005,Arch,Landherr,Senior Engineer,Development,50402
250004,d006,Marit,Cannard,Senior Engineer,Quality Management,45540
250005,d004,Shooichi,Hagimont,Senior Engineer,Production,40000
250006,d007,Deborah,Spataro,Senior Staff,Sales,84272
250015,d007,DAIDA,Coombs,Staff,Sales,63339
250023,d004,Xudong,Kuszyk,Engineer,Production,40000
250026,d005,Sigeru,Cooke,Senior Engineer,Development,40789
250039,d004,Sumali,Maierhofer,Technique Leader,Production,50165
250068,d007,Kyoichi,Ghemri,Senior Staff,Sales,78666
250079,d003,Fusako,Bouloucos,Senior Staff,Human Resources,61346
250080,d005,Zhensheng,Nitsche,Senior Engineer,Development,50189
250083,d001,Zine,Matzel,Senior Staff,Marketing,49788
250117,d002,Minghong,Mahnke,Senior Staff,Finance,50086
250127,d009,Anwar,Bahl,Engineer,Customer Service,58136
250129,d004,Karoline,Duclos,Senior Engineer,Production,40000
250130,d004,Shigeo,Mersereau,Senior Engineer,Production,50868
250304,d003,Brigham,Rusterholz,Staff,Human Resources,40000
250331,d005,Vitaly,Roohalamini,Technique Leader,Development,40236
250339,d002,Jongsuk,Ferriere,Senior Staff,Finance,54198
250356,d005,Persi,Pocchiola,Senior Staff,Development,59273
250376,d007,Boutros,Leijenhorst,Senior Staff,Sales,88891
250384,d009,Basem,Raoux,Senior Engineer,Customer Service,40000
250387,d006,Roded,Trogemann,Senior Engineer,Quality Management,43196
250389,d005,Zeydy,Ouhyoung,Engineer,Development,47454
250405,d008,Sakthirel,Fetvedt,Senior Staff,Research,43014
250418,d001,Yannis,Cools,Senior Staff,Marketing,71357
250580,d005,Dietrich,Reinhart,Senior Engineer,Development,40000
250598,d007,Kristinn,Itschner,Senior Staff,Sales,40000
250612,d007,Hidekazu,Backhouse,Senior Staff,Sales,79248
250621,d006,Ute,Baar,Engineer,Quality Management,56226
250624,d007,Mayuri,Oehlmann,Senior Staff,Sales,86552
250629,d005,Salvador,Limongiello,Senior Engineer,Development,43491
250637,d003,Sarita,Comte,Senior Staff,Human Resources,40000
250652,d008,Eran,Brendel,Senior Staff,Research,42728
250656,d004,Sadun,Valiente,Senior Engineer,Production,40000
250664,d008,Boutros,Gargeya,Senior Staff,Research,40000
250671,d006,Aloys,Maksimenko,Senior Engineer,Quality Management,44892
250675,d006,Vasiliy,Staelin,Senior Engineer,Quality Management,51097
250685,d005,Mohammad,Remmers,Senior Engineer,Development,40000
250687,d007,Kensyu,Decleir,Senior Staff,Sales,84847
250708,d005,Chiranjit,Sichman,Senior Engineer,Development,40000
250711,d002,Rosine,Koshiba,Senior Staff,Finance,45505
250714,d005,Boaz,Conte,Senior Engineer,Development,54322
250716,d002,Guoxiang,Denos,Senior Staff,Finance,55978
250743,d009,Herbert,Hanratty,Senior Staff,Customer Service,40000
250747,d001,Tomofumi,Bahr,Staff,Marketing,44632
250771,d008,Hiroyasu,Dehkordi,Senior Staff,Research,44003
250790,d007,Saeko,Veccia,Senior Staff,Sales,57409
250791,d004,Halsur,Orlowski,Technique Leader,Production,47983
250799,d007,Badri,Homond,Senior Staff,Sales,89545
250805,d005,Murthy,Vasanthakumar,Senior Engineer,Development,47747
250816,d008,Kazuhide,Ambroszkiewicz,Senior Staff,Research,40344
250819,d002,Tommaso,Huhdanpaa,Senior Staff,Finance,79004
250825,d007,Christophe,Perfilyeva,Senior Staff,Sales,80146
250996,d004,Moie,Bazelow,Technique Leader,Production,40000
251002,d009,Aksel,Belinskaya,Senior Staff,Customer Service,51774
251004,d005,Kwangjo,Nastansky,Senior Engineer,Development,53110
251005,d004,Tomokazu,Norsworthy,Senior Engineer,Production,40000
251013,d004,Sugwoo,Pietracaprina,Technique Leader,Production,40000
251026,d006,Shan,Whitcomb,Engineer,Quality Management,41238
251043,d002,Kazuhisa,Barinka,Senior Staff,Finance,58266
251044,d008,Basant,Constantine,Senior Staff,Research,42665
251068,d004,Aral,Angelopoulos,Senior Engineer,Production,50782
251079,d005,Munenori,Yamaashi,Senior Engineer,Development,40000
251085,d005,Ronnie,Vecchio,Senior Engineer,Development,40000
251092,d005,Adas,Chenney,Senior Engineer,Development,59201
251100,d007,Youssef,Itzigehl,Senior Staff,Sales,40000
251103,d005,Leif,Hofmeyr,Technique Leader,Development,43554
251108,d004,Mizuhito,Eiron,Senior Engineer,Production,62267
251124,d009,Owen,Akiyama,Senior Staff,Customer Service,53964
251272,d005,Akeel,Heuser,Engineer,Development,40000
251299,d004,Parto,DasSarma,Senior Engineer,Production,59707
251318,d005,Pragnesh,Fendler,Senior Engineer,Development,40000
251321,d006,Licheng,Felcyn,Senior Engineer,Quality Management,40000
251324,d001,Yaghout,Schiettecatte,Senior Staff,Marketing,64611
251327,d009,Bodh,McAlpine,Senior Staff,Customer Service,40000
251367,d005,Werner,Kabayashi,Senior Engineer,Development,40000
251384,d007,Sreekrishna,Cmelik,Senior Staff,Sales,56038
251388,d004,Pantung,Fendler,Senior Engineer,Production,40000
251404,d007,Ipke,Schapire,Senior Staff,Sales,89837
251565,d007,Gill,Vuskovic,Senior Staff,Sales,68433
251591,d005,Shahar,Pietrzykowski,Technique Leader,Development,40000
251608,d005,Ult,Baby,Technique Leader,Development,62298
251618,d005,Piyawadee,Chachaty,Technique Leader,Development,62749
251621,d004,Mitchel,Alameldin,Senior Engineer,Production,50179
251669,d008,Subhrajyoti,Daescu,Senior Staff,Research,55298
251683,d005,Maris,Klassen,Assistant Engineer,Development,44022
251684,d003,Tetsushi,Coorg,Senior Staff,Human Resources,61132
251685,d005,Conal,McConalogue,Engineer,Development,69927
251687,d004,Jordanka,Honglei,Senior Engineer,Production,46676
251688,d009,Tsuneo,Jenevein,Senior Engineer,Customer Service,44343
251703,d009,Djelloul,Chelton,Senior Staff,Customer Service,45965
251709,d003,Dmitry,Lorin,Senior Staff,Human Resources,40000
251720,d005,Tadanori,Birke,Engineer,Development,40000
251734,d002,Lenore,Segond,Senior Staff,Finance,52648
251739,d005,Zhiguo,Lichtner,Senior Engineer,Development,45156
251851,d005,Yongmin,Munawer,Senior Engineer,Development,54109
251861,d004,Qunsheng,Gihr,Senior Engineer,Production,67849
251862,d005,Kauko,Molenaar,Senior Engineer,Development,40000
251865,d008,Younwoo,Danner,Senior Staff,Research,40000
251877,d008,Bojan,Danecki,Engineer,Research,40000
251883,d007,Trygve,Barreiro,Senior Staff,Sales,84163
251903,d005,Fabrizio,Menhoudj,Engineer,Development,56310
251913,d004,Rildo,Hellwagner,Engineer,Production,49131
251921,d005,Fusako,Mellouli,Senior Engineer,Development,55264
251947,d004,Jouko,Pluym,Senior Engineer,Production,40000
251959,d005,Djelloul,Masand,Senior Engineer,Development,44605
251961,d005,Lidong,Huxford,Senior Engineer,Development,56263
251963,d005,Larisa,Tasistro,Senior Engineer,Development,50597
251966,d002,Volkmar,Cangellaris,Senior Staff,Finance,43419
251971,d005,Harjit,Demke,Senior Engineer,Development,64062
252558,d004,Manu,Schlenzig,Senior Engineer,Production,40000
252580,d005,Kensyu,Stamatiou,Senior Engineer,Development,55462
252603,d005,Bartek,Shrader,Senior Engineer,Development,65265
252607,d004,Shichao,Brender,Senior Engineer,Production,40000
252615,d008,Chuanyi,Mandelberg,Senior Staff,Research,50935
252650,d002,Jamaludin,Pramanik,Senior Staff,Finance,40000
252653,d008,Sreenivas,Maraist,Senior Engineer,Research,61161
252665,d006,Khosrow,Klerer,Senior Engineer,Quality Management,40000
252666,d001,Matt,Ramamoorthy,Senior Staff,Marketing,55819
252675,d006,Pantung,Ponthieu,Senior Engineer,Quality Management,52048
252680,d006,Martina,Sewelson,Senior Engineer,Quality Management,40000
252842,d002,Leucio,Cangellaris,Senior Staff,Finance,70629
252862,d007,Shahab,Schicker,Senior Staff,Sales,59519
252865,d002,Sham,Zlotek,Senior Staff,Finance,62961
252868,d004,Zhiguo,Strooper,Senior Engineer,Production,40000
252915,d006,Jouni,Acton,Technique Leader,Quality Management,60875
252924,d001,Kazuhisa,Bazzichi,Senior Staff,Marketing,72797
252927,d007,Vitaly,Veeraraghavan,Senior Staff,Sales,53284
252934,d004,Zhenhua,Akaboshi,Senior Engineer,Production,52755
252939,d001,Toshiki,Cullers,Senior Staff,Marketing,75307
252942,d008,Terresa,Showalter,Staff,Research,51580
252948,d009,Danco,Krupka,Senior Staff,Customer Service,40000
252970,d005,Mario,Herber,Senior Engineer,Development,46089
252971,d007,Leon,Pluym,Senior Staff,Sales,81380
253124,d004,Samphel,Garnham,Senior Engineer,Production,51189
253125,d004,Khalil,Percebois,Senior Engineer,Production,40000
253126,d007,Alejandro,Birta,Senior Staff,Sales,56589
253141,d009,Arra,Chiodo,Senior Staff,Customer Service,40000
253146,d001,Gou,Pramanik,Senior Staff,Marketing,52608
253165,d006,Adin,Assaf,Senior Engineer,Quality Management,40000
253174,d007,Hidekazu,Henders,Senior Staff,Sales,74129
253176,d009,Basant,Giaccio,Staff,Customer Service,61452
253184,d007,Mokhtar,Riexinger,Senior Staff,Sales,72248
253190,d005,Rosli,Kuszyk,Senior Engineer,Development,40000
253191,d007,Ottavia,Jahnichen,Senior Staff,Sales,59732
253212,d008,Anneli,Jarecki,Senior Staff,Research,40000
253217,d007,Subhash,Honiden,Senior Staff,Sales,48552
253234,d005,Utz,Fioravanti,Senior Engineer,Development,40000
253249,d007,Breannda,Tiemann,Senior Staff,Sales,43455
253260,d008,Isaac,Capobianchi,Senior Staff,Research,40000
253549,d001,Tze,Benantar,Senior Staff,Marketing,56444
253562,d004,Slavian,Sethi,Senior Engineer,Production,42879
253569,d008,Shaowen,Gopalakrishnan,Senior Staff,Research,46844
253571,d004,Tomokazu,Deverell,Engineer,Production,43662
253572,d003,Sachem,Schoegge,Senior Staff,Human Resources,40000
253579,d001,Jeanna,Biron,Senior Staff,Marketing,62646
253580,d005,Duri,Suessmith,Senior Engineer,Development,40000
253625,d007,Leif,Pavlopoulou,Senior Staff,Sales,75236
253632,d007,Pohua,Bresenham,Senior Staff,Sales,68125
253634,d005,Sakthirel,Bellone,Technique Leader,Development,40000
253636,d007,Yucel,Itschner,Senior Staff,Sales,62591
253648,d007,Tesuya,Millington,Senior Staff,Sales,69882
253650,d004,Remzi,Loncour,Senior Engineer,Production,49118
253652,d003,Jaewon,Hasham,Senior Staff,Human Resources,61535
253657,d005,Mrinalini,Selvestrel,Engineer,Development,67519
253670,d007,Sachin,Conte,Senior Staff,Sales,89680
253679,d002,Mingdong,Portugali,Staff,Finance,62731
253683,d007,Shaunak,Egerstedt,Senior Staff,Sales,92760
253828,d008,Shem,Lubachevsky,Senior Staff,Research,40000
253830,d008,Luerbio,Pintelas,Senior Staff,Research,55901
253832,d008,Jixiang,Foong,Technique Leader,Research,42277
253847,d005,Xiaobin,Suermann,Senior Engineer,Development,53289
253848,d007,Seongbae,Einsfeld,Senior Staff,Sales,52046
253851,d007,Piyush,Smailagic,Staff,Sales,70555
253865,d006,Fox,Hedayat,Assistant Engineer,Quality Management,40000
253866,d005,Reinhard,Reinhart,Senior Engineer,Development,55652
253869,d008,Joydip,Schmiedel,Senior Staff,Research,48578
253896,d008,Mayuri,Akiyama,Senior Staff,Research,84103
253911,d009,Sumant,Siepmann,Senior Engineer,Customer Service,42855
253914,d005,Syozo,DeMori,Senior Engineer,Development,53856
253917,d005,Sachin,Gaughan,Senior Engineer,Development,41199
253928,d004,Abdulla,Oberman,Senior Engineer,Production,53683
253930,d005,KayLiang,Moffat,Senior Engineer,Development,40000
254117,d005,Leen,Andreotta,Senior Engineer,Development,48181
254127,d003,Arfst,Shumilov,Staff,Human Resources,40000
254138,d004,Yechiam,Gammage,Engineer,Production,74086
254141,d001,Tran,Tramer,Senior Staff,Marketing,40000
254167,d002,Xianlong,Tibblin,Senior Staff,Finance,59272
254188,d004,Larisa,Peltason,Senior Engineer,Production,48292
254190,d003,Baruch,Murrill,Staff,Human Resources,46530
254203,d007,Rutger,Milicic,Senior Staff,Sales,80506
254206,d009,Tamiya,Asmuth,Staff,Customer Service,76338
254212,d005,Mayuri,Leijenhorst,Engineer,Development,52200
254223,d007,Geraldo,Vieth,Staff,Sales,74043
254236,d005,Ung,Zastre,Senior Engineer,Development,51843
254237,d001,Keung,Slaats,Senior Staff,Marketing,58370
254241,d005,Anneli,Wursthorn,Senior Engineer,Development,44902
254245,d004,Kshitij,Puppo,Senior Engineer,Production,52777
254247,d007,Van,Furudate,Senior Staff,Sales,106503
254408,d007,Kiyokazu,Pleszkun,Staff,Sales,72168
254409,d005,Dante,Gide,Senior Engineer,Development,51009
254412,d009,Akhilish,Vrecion,Senior Engineer,Customer Service,40000
254417,d007,Yurii,Selvestrel,Senior Staff,Sales,72148
254418,d009,Huican,Luan,Senior Staff,Customer Service,40000
254436,d009,Huai,Bottner,Senior Staff,Customer Service,44144
254444,d006,Ramya,Buchter,Senior Engineer,Quality Management,40780
254454,d007,Uinam,Ponthieu,Senior Staff,Sales,69829
254456,d005,Sanjoy,Openshaw,Senior Engineer,Development,45936
254459,d005,Mart,Gadepally,Senior Engineer,Development,48159
254460,d007,Duke,Poujol,Staff,Sales,41391
254464,d007,Kazuhito,Matteis,Senior Staff,Sales,59575
254467,d005,Shounak,Honiden,Engineer,Development,45641
254488,d002,Arvind,Benzaken,Senior Staff,Finance,56628
254490,d006,Dayanand,Ranta,Senior Engineer,Quality Management,59699
254499,d005,Hisao,Buescher,Senior Engineer,Development,62725
254502,d002,Valeska,Dalphin,Senior Staff,Finance,68384
254516,d005,Aram,Cannata,Senior Engineer,Development,40000
254529,d009,Doowon,Terwilliger,Senior Staff,Customer Service,40000
254823,d007,Serif,Streit,Senior Staff,Sales,40000
251767,d005,Pranjal,Borovoy,Senior Engineer,Development,40000
251798,d007,Urs,Oxenboll,Senior Staff,Sales,54522
251801,d003,IEEE,Milicic,Senior Staff,Human Resources,40000
251804,d004,Shir,Akaboshi,Assistant Engineer,Production,40000
251806,d005,Zhiguo,Chorvat,Senior Engineer,Development,65002
251812,d007,Doohun,Suomi,Staff,Sales,57487
251815,d009,Moon,Belinskaya,Senior Staff,Customer Service,41658
251826,d005,Shimshon,Ghalwash,Senior Engineer,Development,62345
251830,d008,Sanjeeva,Demeyer,Senior Staff,Research,61362
251999,d004,Godehard,Krohn,Senior Engineer,Production,56057
252004,d005,Kazuhisa,Pettey,Senior Engineer,Development,40000
252016,d007,Hatim,Czaja,Senior Staff,Sales,105395
